TaoLine,Family,MemoryFileSmall,LargeMemory,LineNumber,TimesSeen,Points,SessionSeen,Chapter,T#Line
it cant be gained by interfering,sky,numb,-,48-11,0.0,0.0,0.0,48,723
chapter 49,sky,winery,-,49-0,0.0,0.0,0.0,49,724
the master has no mind of her own,sky,inhale,-,49-1,0.0,0.0,0.0,49,725
she works with the mind of the people,sky,nudgy,-,49-2,0.0,0.0,0.0,49,726
she is good to people who are good,sky,neck,-,49-3,0.0,0.0,0.0,49,727
she is also good to people who arent good,sky,envy,-,49-4,0.0,0.0,0.0,49,728
this is true goodness,sky,wannabe,-,49-5,0.0,0.0,0.0,49,729
she trusts people who are trustworthy,sky,mouse,-,49-6,0.0,0.0,0.0,49,730
she also trusts people who arent trustworthy,sky,meet,-,49-7,0.0,0.0,0.0,49,731
this is true trust,sky,mean,-,49-8,0.0,0.0,0.0,49,732
the masters mind is like space,sky,mummy,-,49-9,0.0,0.0,0.0,49,733
people dont understand her,sky,marry,-,49-10,0.0,0.0,0.0,49,734
they look to her and wait,sky,male,-,49-11,0.0,0.0,0.0,49,735
she treats them like her own children,sky,match,-,49-12,0.0,0.0,0.0,49,736
chapter 50,sky,mock,-,50-0,0.0,0.0,0.0,50,737
the master gives himself up,sky,mauve,-,50-1,0.0,0.0,0.0,50,738
to whatever the moment brings,sky,map,-,50-2,0.0,0.0,0.0,50,739
he knows that he is going to die,sky,erase,-,50-3,0.0,0.0,0.0,50,740
and her has nothing left to hold on to,sky,ready,-,50-4,0.0,0.0,0.0,50,741
no illusions in his mind,sky,urine,-,50-5,0.0,0.0,0.0,50,742
no resistances in his body,sky,ram,-,50-6,0.0,0.0,0.0,50,743
he doesnt think about his actions,sky,rare,-,50-7,0.0,0.0,0.0,50,744
they flow from the core of his being,sky,railway,-,50-8,0.0,0.0,0.0,50,745
he holds nothing back from life,sky,reach,-,50-9,0.0,0.0,0.0,50,746
therefore he is ready for death,sky,rocky,-,50-10,0.0,0.0,0.0,50,747
as a man is ready for sleep,sky,roof,-,50-11,0.0,0.0,0.0,50,748
after a good days work,sky,wrap,-,50-12,0.0,0.0,0.0,50,749
chapter 51,sky,lazy,-,51-0,0.0,0.0,0.0,51,750
every being in the universe,sky,lady,-,51-1,0.0,0.0,0.0,51,751
is an expression of the tao,sky,align,-,51-2,0.0,0.0,0.0,51,752
it springs into existence,sky,lame,-,51-3,0.0,0.0,0.0,51,753
unconscious perfect free,sky,lorry,-,51-4,0.0,0.0,0.0,51,754
takes on a physical body,sky,lull,-,51-5,0.0,0.0,0.0,51,755
lets circumstances complete it,sky,yellowish,-,51-6,0.0,0.0,0.0,51,756
that is why every being,sky,leg,-,51-7,0.0,0.0,0.0,51,757
spontaneously honors the tao,sky,love,-,51-8,0.0,0.0,0.0,51,758
the tao gives birth to all beings,sky,loopy,-,51-9,0.0,0.0,0.0,51,759
nourishes them maintains them,sky,cheese,-,51-10,0.0,0.0,0.0,51,760
cares for them comforts them protects them,sky,cheat,-,51-11,0.0,0.0,0.0,51,761
takes them back to itself,sky,shiny,-,51-12,0.0,0.0,0.0,51,762
creating without possessing,sky,gem,-,51-13,0.0,0.0,0.0,51,763
acting without expecting,sky,jury,-,51-14,0.0,0.0,0.0,51,764
guiding without interfering,sky,jolly,-,51-15,0.0,0.0,0.0,51,765
that is why love of the tao,sky,cha-cha,-,51-16,0.0,0.0,0.0,51,766
is in the very nature of things,sky,check,-,51-17,0.0,0.0,0.0,51,767
chapter 52,sky,chief,-,52-0,0.0,0.0,0.0,52,768
in the beginning was the tao,sky,jeep,-,52-1,0.0,0.0,0.0,52,769
all things issue from it,sky,kiss,-,52-2,0.0,0.0,0.0,52,770
all things return to it,sky,good,-,52-3,0.0,0.0,0.0,52,771
to find the origin,sky,coin,-,52-4,0.0,0.0,0.0,52,772
trace back the manifestations,sky,comb,-,52-5,0.0,0.0,0.0,52,773
when you recognize the children,sky,grey,-,52-6,0.0,0.0,0.0,52,774
and find the mother,sky,clay,-,52-7,0.0,0.0,0.0,52,775
you will be free of sorrow,sky,coach,-,52-8,0.0,0.0,0.0,52,776
if you close your mind in judgements,sky,quick,-,52-9,0.0,0.0,0.0,52,777
and traffic with desires,sky,cave,-,52-10,0.0,0.0,0.0,52,778
your heart will be troubled,sky,copy,-,52-11,0.0,0.0,0.0,52,779
if you keep your mind from judging,sky,fussy,-,52-12,0.0,0.0,0.0,52,780
and arent led by the senses,sky,video,-,52-13,0.0,0.0,0.0,52,781
your heart will find peace,sky,fine,-,52-14,0.0,0.0,0.0,52,782
seeing into darkness is clarity,sky,foamy,-,52-15,0.0,0.0,0.0,52,783
knowing how to yield is strength,sky,fairy,-,52-16,0.0,0.0,0.0,52,784
use your own light,sky,fly,-,52-17,0.0,0.0,0.0,52,785
and return to the source of light,sky,fishy,-,52-18,0.0,0.0,0.0,52,786
this is called practicing eternity,sky,fig,-,52-19,0.0,0.0,0.0,52,787
chapter 53,sky,viva,-,53-0,0.0,0.0,0.0,53,788
the great way is easy,sky,fab,-,53-1,0.0,0.0,0.0,53,789
yet people prefer the side paths,sky,boss,-,53-2,0.0,0.0,0.0,53,790
be aware when things are out of balance,sky,bite,-,53-3,0.0,0.0,0.0,53,791
stay centered within the tao,sky,bony,-,53-4,0.0,0.0,0.0,53,792
when rich speculators prosper,sky,puma,-,53-5,0.0,0.0,0.0,53,793
while farmers lose their land,sky,bury,-,53-6,0.0,0.0,0.0,53,794
when government officials spend money,sky,blue,-,53-7,0.0,0.0,0.0,53,795
on weapons instead of cures,sky,pouch,-,53-8,0.0,0.0,0.0,53,796
when the upper class is extravagant and irresponsible,sky,poke,-,53-9,0.0,0.0,0.0,53,797
while the poor have nowhere to turn,sky,puffy,-,53-10,0.0,0.0,0.0,53,798
all this is robbery and chaos,sky,pipe,-,53-11,0.0,0.0,0.0,53,799
it is not in keeping with the tao,sofa,assess,-,53-12,0.0,0.0,0.0,53,800
chapter 54,sofa,sad,-,54-0,0.0,0.0,0.0,54,801
whoever is planted in the tao,sofa,sun,-,54-1,0.0,0.0,0.0,54,802
will not be rooted up,sofa,assume,-,54-2,0.0,0.0,0.0,54,803
whoever embraces the tao,sofa,sorry,-,54-3,0.0,0.0,0.0,54,804
will not slip away,sofa,soil,-,54-4,0.0,0.0,0.0,54,805
her name will be held in honor,sofa,switch,-,54-5,0.0,0.0,0.0,54,806
from generation to generation,sofa,sick,-,54-6,0.0,0.0,0.0,54,807
let the tao be present in your life,sofa,sofa,-,54-7,0.0,0.0,0.0,54,808
and you will become genuine,sofa,sob,-,54-8,0.0,0.0,0.0,54,809
let it be present in your family,sofa,dizzy,-,54-9,0.0,0.0,0.0,54,810
and your family will flourish,sofa,tattoo,-,54-10,0.0,0.0,0.0,54,811
let it be present in your country,sofa,widen,-,54-11,0.0,0.0,0.0,54,812
and your country will be an example,sofa,tame,-,54-12,0.0,0.0,0.0,54,813
to all countries in the world,sofa,diary,-,54-13,0.0,0.0,0.0,54,814
let it be present in the universe,sofa,tell,-,54-14,0.0,0.0,0.0,54,815
and the universe will sing,sofa,whitish,-,54-15,0.0,0.0,0.0,54,816
how do i know this is true,sofa,dog,-,54-16,0.0,0.0,0.0,54,817
by looking inside myself,sofa,defy,-,54-17,0.0,0.0,0.0,54,818
chapter 55,sofa,deep,-,55-0,0.0,0.0,0.0,55,819
he who is in harmony with the tao,sofa,nose,-,55-1,0.0,0.0,0.0,55,820
is like a newborn child,sofa,unite,-,55-2,0.0,0.0,0.0,55,821
its bones are soft its muscles are weak,sofa,neon,-,55-3,0.0,0.0,0.0,55,822
but its grip is powerful,sofa,enemy,-,55-4,0.0,0.0,0.0,55,823
it doesnt know about the union,sofa,honour,-,55-5,0.0,0.0,0.0,55,824
of male and female,sofa,annual,-,55-6,0.0,0.0,0.0,55,825
yet its penis can stand erect,sofa,nacho,-,55-7,0.0,0.0,0.0,55,826
so intense is its vital power,sofa,knock,-,55-8,0.0,0.0,0.0,55,827
it can scream its head off all day,sofa,naïve,-,55-9,0.0,0.0,0.0,55,828
yet it never becomes hoarse,sofa,honeybee,-,55-10,0.0,0.0,0.0,55,829
so complete is its harmony,sofa,amuse,-,55-11,0.0,0.0,0.0,55,830
the masters power is like this,sofa,mute,-,55-12,0.0,0.0,0.0,55,831
he lets all things come and go,sofa,moon,-,55-13,0.0,0.0,0.0,55,832
effortlessly without desire,sofa,mime,-,55-14,0.0,0.0,0.0,55,833
he never expects results,sofa,merry,-,55-15,0.0,0.0,0.0,55,834
thus he is never disappointed,sofa,mole,-,55-16,0.0,0.0,0.0,55,835
he is never disappointed,sofa,mash,-,55-17,0.0,0.0,0.0,55,836
thus his spirit never grows old,sofa,mucky,-,55-18,0.0,0.0,0.0,55,837
chapter 56,sofa,movie,-,56-0,0.0,0.0,0.0,56,838
those who know dont talk,sofa,mop,-,56-1,0.0,0.0,0.0,56,839
those who talk dont know,sofa,rosy,-,56-2,0.0,0.0,0.0,56,840
close your mouth,sofa,road,-,56-3,0.0,0.0,0.0,56,841
block off your senses,sofa,ruin,-,56-4,0.0,0.0,0.0,56,842
blunt your sharpness,sofa,haram,-,56-5,0.0,0.0,0.0,56,843
untie your knots,sofa,aurora,-,56-6,0.0,0.0,0.0,56,844
soften your glare,sofa,rule,-,56-7,0.0,0.0,0.0,56,845
settle your dust,sofa,rich,-,56-8,0.0,0.0,0.0,56,846
this is the primal identity,sofa,rag,-,56-9,0.0,0.0,0.0,56,847
be like the tao,sofa,arrive,-,56-10,0.0,0.0,0.0,56,848
it cant be approached or withdrawn from,sofa,ripe,-,56-11,0.0,0.0,0.0,56,849
benefited or harmed,sofa,louse,-,56-12,0.0,0.0,0.0,56,850
honored or brought into disgrace,sofa,let,-,56-13,0.0,0.0,0.0,56,851
it gives itself up continually,sofa,alien,-,56-14,0.0,0.0,0.0,56,852
that is why it endures,sofa,lime,-,56-15,0.0,0.0,0.0,56,853
chapter 57,sofa,lure,-,57-0,0.0,0.0,0.0,57,854
if you want to be a great leader,sofa,loyal,-,57-1,0.0,0.0,0.0,57,855
you must learn to follow the tao,sofa,leech,-,57-2,0.0,0.0,0.0,57,856
stop trying to control,sofa,lick,-,57-3,0.0,0.0,0.0,57,857
let go of fixed plans and concepts,sofa,leafy,-,57-4,0.0,0.0,0.0,57,858
and the world will govern itself,sofa,lip,-,57-5,0.0,0.0,0.0,57,859
the more prohibitions you have,sofa,chase,-,57-6,0.0,0.0,0.0,57,860
the less virtuous people will be,sofa,chatty,-,57-7,0.0,0.0,0.0,57,861
the more weapons you have,sofa,chin,-,57-8,0.0,0.0,0.0,57,862
the less secure people will be,sofa,jam,-,57-9,0.0,0.0,0.0,57,863
the more subsidies you have,sofa,cherry,-,57-10,0.0,0.0,0.0,57,864
the less self reliant people will be,sofa,chilli,-,57-11,0.0,0.0,0.0,57,865
therefore the master says,sofa,judge,-,57-12,0.0,0.0,0.0,57,866
i let go of the law,sofa,shaky,-,57-13,0.0,0.0,0.0,57,867
and people become honest,sofa,chef,-,57-14,0.0,0.0,0.0,57,868
i let go of economics,sofa,chop,-,57-15,0.0,0.0,0.0,57,869
and people become prosperous,sofa,cosy,-,57-16,0.0,0.0,0.0,57,870
i let go of religion,sofa,cat,-,57-17,0.0,0.0,0.0,57,871
and people become serene,sofa,weaken,-,57-18,0.0,0.0,0.0,57,872
i let go of all desire for the common good,sofa,gummy,-,57-19,0.0,0.0,0.0,57,873
and the good becomes common as grass,sofa,crow,-,57-20,0.0,0.0,0.0,57,874
chapter 58,sofa,kill,-,58-0,0.0,0.0,0.0,58,875
if a country is governed with tolerance,sofa,catchy,-,58-1,0.0,0.0,0.0,58,876
the people are comfortable and honest,sofa,cake,-,58-2,0.0,0.0,0.0,58,877
if a country is governed with repression,sofa,give,-,58-3,0.0,0.0,0.0,58,878
the people are depressed and crafty,sofa,agape,-,58-4,0.0,0.0,0.0,58,879
when the will to power is in charge,sofa,vase,-,58-5,0.0,0.0,0.0,58,880
the higher the ideals the lower the results,sofa,fight,-,58-6,0.0,0.0,0.0,58,881
try to make people happy,sofa,funny,-,58-7,0.0,0.0,0.0,58,882
and you lay the groundwork for misery,sofa,ovum,-,58-8,0.0,0.0,0.0,58,883
try to make people moral,sofa,fry,-,58-9,0.0,0.0,0.0,58,884
and you lay the groundwork for vice,sofa,foul,-,58-10,0.0,0.0,0.0,58,885
thus the master is content,sofa,veggie,-,58-11,0.0,0.0,0.0,58,886
to serve as an example,sofa,fake,-,58-12,0.0,0.0,0.0,58,887
and not to impose her will,sofa,fave,-,58-13,0.0,0.0,0.0,58,888
she is pointed but doesnt pierce,sofa,vibe,-,58-14,0.0,0.0,0.0,58,889
straightforward but supple,sofa,oppose,-,58-15,0.0,0.0,0.0,58,890
radiant but easy on the eyes,sofa,bad,-,58-16,0.0,0.0,0.0,58,891
chapter 59,sofa,pony,-,59-0,0.0,0.0,0.0,59,892
for governing a country well,sofa,bomb,-,59-1,0.0,0.0,0.0,59,893
there is nothing better than moderation,sofa,pro,-,59-2,0.0,0.0,0.0,59,894
the mark of a moderate man,sofa,bell,-,59-3,0.0,0.0,0.0,59,895
is freedom from his own ideas,sofa,patch,-,59-4,0.0,0.0,0.0,59,896
tolerant like the sky,sofa,back,-,59-5,0.0,0.0,0.0,59,897
all pervading like sunlight,sofa,beef,-,59-6,0.0,0.0,0.0,59,898
firm like a mountain,sofa,pop,-,59-7,0.0,0.0,0.0,59,899
supple like a tree in the wind,soap,sassy,-,59-8,0.0,0.0,0.0,59,900
he has no destination in view,soap,seed,-,59-9,0.0,0.0,0.0,59,901
and makes use of anything,soap,assign,-,59-10,0.0,0.0,0.0,59,902
life happens to bring his way,soap,awesome,-,59-11,0.0,0.0,0.0,59,903
nothing is impossible for him,soap,sierra,-,59-12,0.0,0.0,0.0,59,904
because he has let go,soap,sell,-,59-13,0.0,0.0,0.0,59,905
he can care for the peoples welfare,soap,swishy,-,59-14,0.0,0.0,0.0,59,906
as a mother cares for her child,soap,sky,-,59-15,0.0,0.0,0.0,59,907
chapter 60,soap,save,-,60-0,0.0,0.0,0.0,60,908
governing a large country,soap,sappy,-,60-1,0.0,0.0,0.0,60,909
is like frying a small fish,soap,daisy,-,60-2,0.0,0.0,0.0,60,910
you spoil it with too much poking,soap,edit,-,60-3,0.0,0.0,0.0,60,911
center your country in the tao,soap,wooden,-,60-4,0.0,0.0,0.0,60,912
and evil will have no power,soap,dome,-,60-5,0.0,0.0,0.0,60,913
not that it isnt there,soap,draw,-,60-6,0.0,0.0,0.0,60,914
but youll be able to step out of its way,soap,tall,-,60-7,0.0,0.0,0.0,60,915
give evil nothing to oppose,soap,dish,-,60-8,0.0,0.0,0.0,60,916
and it will disappear by itself,soap,take,-,60-9,0.0,0.0,0.0,60,917
chapter 61,soap,deaf,-,61-0,0.0,0.0,0.0,61,918
when a country obtains great power,soap,tuba,-,61-1,0.0,0.0,0.0,61,919
it becomes like the sea,soap,ionize,-,61-2,0.0,0.0,0.0,61,920
all streams run downward into it,soap,neat,-,61-3,0.0,0.0,0.0,61,921
the more powerful it grows,soap,onion,-,61-4,0.0,0.0,0.0,61,922
the greater the need for humility,soap,name,-,61-5,0.0,0.0,0.0,61,923
humility means trusting the tao,soap,narrow,-,61-6,0.0,0.0,0.0,61,924
thus never needing to be defensive,soap,nail,-,61-7,0.0,0.0,0.0,61,925
a great nation is like a great man,soap,enjoy,-,61-8,0.0,0.0,0.0,61,926
when he makes a mistake he realizes it,soap,naggy,-,61-9,0.0,0.0,0.0,61,927
having realized it he admits it,soap,knife,-,61-10,0.0,0.0,0.0,61,928
having admitted it he corrects it,soap,nab,-,61-11,0.0,0.0,0.0,61,929
he considers those who point out his faults,soap,messy,-,61-12,0.0,0.0,0.0,61,930
as his most benevolent teachers,soap,meadow,-,61-13,0.0,0.0,0.0,61,931
he thinks of his enemy,soap,mine,-,61-14,0.0,0.0,0.0,61,932
as the shadow that he himself casts,soap,mum,-,61-15,0.0,0.0,0.0,61,933
if a nation is centered in the tao,soap,emery,-,61-16,0.0,0.0,0.0,61,934
if it nourishes its own people,soap,mail,-,61-17,0.0,0.0,0.0,61,935
and doesnt meddle in the affairs of others,soap,mushy,-,61-18,0.0,0.0,0.0,61,936
it will be a light to all nations in the world,soap,mug,-,61-19,0.0,0.0,0.0,61,937
chapter 62,soap,move,-,62-0,0.0,0.0,0.0,62,938
the tao is the center of the universe,soap,wimpy,-,62-1,0.0,0.0,0.0,62,939
the good mans treasure,soap,rice,-,62-2,0.0,0.0,0.0,62,940
the bad mans refuge,soap,read,-,62-3,0.0,0.0,0.0,62,941
honors can be bought with fine words,soap,runny,-,62-4,0.0,0.0,0.0,62,942
respect can be won with good deeds,soap,rum,-,62-5,0.0,0.0,0.0,62,943
but the tao is beyond all value,soap,rear,-,62-6,0.0,0.0,0.0,62,944
and no one can achieve it,soap,royal,-,62-7,0.0,0.0,0.0,62,945
thus when a new leader is chosen,soap,roach,-,62-8,0.0,0.0,0.0,62,946
dont offer to help him,soap,rake,-,62-9,0.0,0.0,0.0,62,947
with your wealth or your expertise,soap,rough,-,62-10,0.0,0.0,0.0,62,948
offer instead,soap,rope,-,62-11,0.0,0.0,0.0,62,949
to teach him about the tao,soap,lose,-,62-12,0.0,0.0,0.0,62,950
why did the ancient masters esteem the tao,soap,elite,-,62-13,0.0,0.0,0.0,62,951
because being one with the tao,soap,lion,-,62-14,0.0,0.0,0.0,62,952
when you seek you find,soap,loom,-,62-15,0.0,0.0,0.0,62,953
and when you make a mistake you are forgiven,soap,leery,-,62-16,0.0,0.0,0.0,62,954
that is why everybody loves it,soap,lily,-,62-17,0.0,0.0,0.0,62,955
chapter 63,soap,latch,-,63-0,0.0,0.0,0.0,63,956
act without doing,soap,lucky,-,63-1,0.0,0.0,0.0,63,957
work without effort,soap,lava,-,63-2,0.0,0.0,0.0,63,958
think of the small as large,soap,help,-,63-3,0.0,0.0,0.0,63,959
and the few as many,soap,choosy,-,63-4,0.0,0.0,0.0,63,960
confront the difficult,soap,cheetah,-,63-5,0.0,0.0,0.0,63,961
while it is still easy,soap,chain,-,63-6,0.0,0.0,0.0,63,962
accomplish the great task,soap,sham,-,63-7,0.0,0.0,0.0,63,963
by a series of small acts,soap,shrew,-,63-8,0.0,0.0,0.0,63,964
the master never reaches for the great,soap,chill,-,63-9,0.0,0.0,0.0,63,965
thus she achieves greatness,soap,Jewish,-,63-10,0.0,0.0,0.0,63,966
when she runs into a difficulty,soap,chick,-,63-11,0.0,0.0,0.0,63,967
she stops and gives herself to it,soap,achieve,-,63-12,0.0,0.0,0.0,63,968
she doesnt cling to her own comfort,soap,cheap,-,63-13,0.0,0.0,0.0,63,969
thus problems are no problem for her,soap,goose,-,63-14,0.0,0.0,0.0,63,970
chapter 64,soap,quote,-,64-0,0.0,0.0,0.0,64,971
what is rooted is easy to nourish,soap,keen,-,64-1,0.0,0.0,0.0,64,972
what is recent is easy to correct,soap,game,-,64-2,0.0,0.0,0.0,64,973
what is brittle is easy to break,soap,carry,-,64-3,0.0,0.0,0.0,64,974
what is small is easy to scatter,soap,cool,-,64-4,0.0,0.0,0.0,64,975
prevent trouble before it arises,soap,cage,-,64-5,0.0,0.0,0.0,64,976
put things in order before they exist,soap,cook,-,64-6,0.0,0.0,0.0,64,977
the giant pine tree,soap,goofy,-,64-7,0.0,0.0,0.0,64,978
grows from a tiny sprout,soap,cube,-,64-8,0.0,0.0,0.0,64,979
the journey of a thousand miles,soap,fuse,-,64-9,0.0,0.0,0.0,64,980
starts from beneath your feet,soap,fat,-,64-10,0.0,0.0,0.0,64,981
rushing into action you fail,soap,fan,-,64-11,0.0,0.0,0.0,64,982
trying to grasp things you lose them,soap,fume,-,64-12,0.0,0.0,0.0,64,983
forcing a project to completion,soap,furry,-,64-13,0.0,0.0,0.0,64,984
you ruin what was almost ripe,soap,fool,-,64-14,0.0,0.0,0.0,64,985
therefore the master takes action,soap,fetch,-,64-15,0.0,0.0,0.0,64,986
by letting things take their course,soap,foggy,-,64-16,0.0,0.0,0.0,64,987
he remains as calm,soap,fife,-,64-17,0.0,0.0,0.0,64,988
at the end as at the beginning,soap,fob,-,64-18,0.0,0.0,0.0,64,989
he has nothing,soap,busy,-,64-19,0.0,0.0,0.0,64,990
thus has nothing to lose,soap,bead,-,64-20,0.0,0.0,0.0,64,991
what he desires is non desire,soap,ban,-,64-21,0.0,0.0,0.0,64,992
what he learns is to unlearn,soap,balmy,-,64-22,0.0,0.0,0.0,64,993
he simply reminds people,soap,berry,-,64-23,0.0,0.0,0.0,64,994
of who they have always been,soap,peel,-,64-24,0.0,0.0,0.0,64,995
he cares about nothing but the tao,soap,bushy,-,64-25,0.0,0.0,0.0,64,996
thus he can care for all things,soap,bike,-,64-26,0.0,0.0,0.0,64,997
chapter 65,soap,pave,-,65-0,0.0,0.0,0.0,65,998
the ancient masters,soap,baby,-,65-1,0.0,0.0,0.0,65,999
didnt try to educate the people,daisy,sauce,-,65-2,0.0,0.0,0.0,65,1000
but kindly taught them to not know,daisy,swat,-,65-3,0.0,0.0,0.0,65,1001
when they think that they know the answers,daisy,snowy,-,65-4,0.0,0.0,0.0,65,1002
people are difficult to guide,daisy,sumo,-,65-5,0.0,0.0,0.0,65,1003
when they know that they dont know,daisy,sorrow,-,65-6,0.0,0.0,0.0,65,1004
people can find their own way,daisy,slow,-,65-7,0.0,0.0,0.0,65,1005
if you want to learn how to govern,daisy,sewage,-,65-8,0.0,0.0,0.0,65,1006
avoid being clever or rich,daisy,soak,-,65-9,0.0,0.0,0.0,65,1007
the simplest pattern is the clearest,daisy,savvy,-,65-10,0.0,0.0,0.0,65,1008
content with an ordinary life,daisy,soap,-,65-11,0.0,0.0,0.0,65,1009
you can show all people the way,daisy,tease,-,65-12,0.0,0.0,0.0,65,1010
back to their own true nature,daisy,tight,-,65-13,0.0,0.0,0.0,65,1011
chapter 66,daisy,tuna,-,66-0,0.0,0.0,0.0,66,1012
all streams flow to the sea,daisy,time,-,66-1,0.0,0.0,0.0,66,1013
because it is lower than they are,daisy,dry,-,66-2,0.0,0.0,0.0,66,1014
humility gives it its power,daisy,tail,-,66-3,0.0,0.0,0.0,66,1015
if you want to govern the people,daisy,teach,-,66-4,0.0,0.0,0.0,66,1016
you must place yourself below them,daisy,thick,-,66-5,0.0,0.0,0.0,66,1017
if you want to lead the people,daisy,dove,-,66-6,0.0,0.0,0.0,66,1018
you must learn how to follow them,daisy,type,-,66-7,0.0,0.0,0.0,66,1019
the master is above the people,daisy,noisy,-,66-8,0.0,0.0,0.0,66,1020
and no one feels oppressed,daisy,net,-,66-9,0.0,0.0,0.0,66,1021
she goes ahead of the people,daisy,nanny,-,66-10,0.0,0.0,0.0,66,1022
and no one feels manipulated,daisy,numb,-,66-11,0.0,0.0,0.0,66,1023
the whole world is grateful to her,daisy,winery,-,66-12,0.0,0.0,0.0,66,1024
because she competes with no one,daisy,inhale,-,66-13,0.0,0.0,0.0,66,1025
no one can compete with her,daisy,nudgy,-,66-14,0.0,0.0,0.0,66,1026
chapter 67,daisy,neck,-,67-0,0.0,0.0,0.0,67,1027
some say that my teaching is nonsense,daisy,envy,-,67-1,0.0,0.0,0.0,67,1028
others call it lofty but impractical,daisy,wannabe,-,67-2,0.0,0.0,0.0,67,1029
but to those who have looked inside themselves,daisy,mouse,-,67-3,0.0,0.0,0.0,67,1030
this nonsense makes perfect sense,daisy,meet,-,67-4,0.0,0.0,0.0,67,1031
and to those who put it into practice,daisy,mean,-,67-5,0.0,0.0,0.0,67,1032
this loftiness has roots that go deep,daisy,mummy,-,67-6,0.0,0.0,0.0,67,1033
i have just three things to teach,daisy,marry,-,67-7,0.0,0.0,0.0,67,1034
simplicity patience compassion,daisy,male,-,67-8,0.0,0.0,0.0,67,1035
these three are your greatest treasures,daisy,match,-,67-9,0.0,0.0,0.0,67,1036
simple in actions and in thoughts,daisy,mock,-,67-10,0.0,0.0,0.0,67,1037
you return to the source of being,daisy,mauve,-,67-11,0.0,0.0,0.0,67,1038
patient with both friends and enemies,daisy,map,-,67-12,0.0,0.0,0.0,67,1039
you accord with the way things are,daisy,erase,-,67-13,0.0,0.0,0.0,67,1040
compassionate toward yourself,daisy,ready,-,67-14,0.0,0.0,0.0,67,1041
you reconcile all beings in the world,daisy,urine,-,67-15,0.0,0.0,0.0,67,1042
chapter 68,daisy,ram,-,68-0,0.0,0.0,0.0,68,1043
the best athlete,daisy,rare,-,68-1,0.0,0.0,0.0,68,1044
wants his opponent at his best,daisy,railway,-,68-2,0.0,0.0,0.0,68,1045
the best general,daisy,reach,-,68-3,0.0,0.0,0.0,68,1046
enters the mind of his enemy,daisy,rocky,-,68-4,0.0,0.0,0.0,68,1047
the best businessman,daisy,roof,-,68-5,0.0,0.0,0.0,68,1048
serves the communal good,daisy,wrap,-,68-6,0.0,0.0,0.0,68,1049
the best leader,daisy,lazy,-,68-7,0.0,0.0,0.0,68,1050
follows the will of the people,daisy,lady,-,68-8,0.0,0.0,0.0,68,1051
all of the embody,daisy,align,-,68-9,0.0,0.0,0.0,68,1052
the virtue of non competition,daisy,lame,-,68-10,0.0,0.0,0.0,68,1053
not that they dont love to compete,daisy,lorry,-,68-11,0.0,0.0,0.0,68,1054
but they do it in the spirit of play,daisy,lull,-,68-12,0.0,0.0,0.0,68,1055
in this they are like children,daisy,yellowish,-,68-13,0.0,0.0,0.0,68,1056
and in harmony with the tao,daisy,leg,-,68-14,0.0,0.0,0.0,68,1057
chapter 69,daisy,love,-,69-0,0.0,0.0,0.0,69,1058
the generals have a saying,daisy,loopy,-,69-1,0.0,0.0,0.0,69,1059
rather than make the first move,daisy,cheese,-,69-2,0.0,0.0,0.0,69,1060
it is better to wait and see,daisy,cheat,-,69-3,0.0,0.0,0.0,69,1061
rather than advance an inch,daisy,shiny,-,69-4,0.0,0.0,0.0,69,1062
it is better to retreat a yard,daisy,gem,-,69-5,0.0,0.0,0.0,69,1063
this is called,daisy,jury,-,69-6,0.0,0.0,0.0,69,1064
going forward without advancing,daisy,jolly,-,69-7,0.0,0.0,0.0,69,1065
pushing back without using weapons,daisy,cha-cha,-,69-8,0.0,0.0,0.0,69,1066
there is no greater misfortune,daisy,check,-,69-9,0.0,0.0,0.0,69,1067
than underestimating your enemy,daisy,chief,-,69-10,0.0,0.0,0.0,69,1068
underestimating your enemy,daisy,jeep,-,69-11,0.0,0.0,0.0,69,1069
means thinking that he is evil,daisy,kiss,-,69-12,0.0,0.0,0.0,69,1070
thus you destroy your three treasures,daisy,good,-,69-13,0.0,0.0,0.0,69,1071
and become an enemy yourself,daisy,coin,-,69-14,0.0,0.0,0.0,69,1072
when two great forces oppose each other,daisy,comb,-,69-15,0.0,0.0,0.0,69,1073
the victory will go,daisy,grey,-,69-16,0.0,0.0,0.0,69,1074
to the one that knows how to yield,daisy,clay,-,69-17,0.0,0.0,0.0,69,1075
chapter 70,daisy,coach,-,70-0,0.0,0.0,0.0,70,1076
my teachings are easy to understand,daisy,quick,-,70-1,0.0,0.0,0.0,70,1077
and easy to put into practice,daisy,cave,-,70-2,0.0,0.0,0.0,70,1078
yet your intellect will never grasp them,daisy,copy,-,70-3,0.0,0.0,0.0,70,1079
and if you try to practice them youll fail,daisy,fussy,-,70-4,0.0,0.0,0.0,70,1080
my teachings are older than the world,daisy,video,-,70-5,0.0,0.0,0.0,70,1081
how can you grasp their meaning,daisy,fine,-,70-6,0.0,0.0,0.0,70,1082
if you want to know me,daisy,foamy,-,70-7,0.0,0.0,0.0,70,1083
look inside your heart,daisy,fairy,-,70-8,0.0,0.0,0.0,70,1084
chapter 71,daisy,fly,-,71-0,0.0,0.0,0.0,71,1085
not knowing is true knowledge,daisy,fishy,-,71-1,0.0,0.0,0.0,71,1086
